ResponseId,What is your age range?,What is your gender?,"What is your approximate total household investable assets? (includes checking, savings, or money market accounts and investments – excludes your primary residence and employer-sponsored retirement accounts)",Which of the following best describes your level of comfort using technology?,What is your usual method for contacting a company? - Selected Choice,What is your usual method for contacting a company? - Other - Text,"How often do you call companies for customer service (ie support, issue, order)?",Why do you typically call customer service or a company phone number? - Selected Choice,Why do you typically call customer service or a company phone number? - Other - Text,"When you call a company, do you prefer to speak to a live agent or use an voice assistant?",How would you rate your overall experience with virtual assistants when calling a company or customer service line?,"In the past, when speaking with virtual assistant for a company, did the virtual assistant accurately understand and address your needs or concerns?",How easy or difficult do you find it to communicate with a virtual assistant when calling a company?,Can you please explain what parts of the experience make it difficult?,Can you please explain what parts of the experience make it easy?,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Clarity of instructions,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ease of navigation,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Speed of response,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Accuracy of information,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ability to reach a live agent,How comfortable are you with virtual assistants that capture your information?,Can you please explain what makes you feel that way?,At what point during the conversation with the voice assistant would you prefer to speak to a live agent?,How would you rate your comfort level with an automated system handling the following tasks? - Password reset,How would you rate your comfort level with an automated system handling the following tasks? - Real-time account balance,"How would you rate your comfort level with an automated system handling the following tasks? - Account information (Direct deposit setup, routing information)",How would you rate your comfort level with an automated system handling the following tasks? - Recently cleared checks,How would you rate your comfort level with an automated system handling the following tasks? - Physical Check reorder,How would you rate your comfort level with an automated system handling the following tasks? - Stop payment on a check,How would you rate your comfort level with an automated system handling the following tasks? - Withdrawal activity,How would you rate your comfort level with an automated system handling the following tasks? - Deposit activity,How would you rate your comfort level with an automated system handling the following tasks? - Credit card payment,"How would you rate your comfort level with an automated system handling the following tasks? - Rate & Yields (Dividend interest payments, fund yield etc)",How would you rate your comfort level with an automated system handling the following tasks? - Product features and benefits,How would you rate your comfort level with an automated system handling the following tasks? - Mortgage Inquiry,"Imagine that you need to reset your password.
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your password is reset).

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need to check your account balance. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie you are told your account balance). 

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need assistance navigating the company's home page. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your questions or concerns about the home page are answered). 

Ideally, how do you envision this interaction playing out with an voice assistant?"
R_1nW5rVRv6S3yM9D,25-34,Male,"$10,000,000.00",Extremely comfortable,Email,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Delightful,Yes,Somewhat easy,,They usually respond in a timely fashion,4,5,2,3,1,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,"I will logout first,then login to reset",I will check up directly,I will seek for an assistant
R_2cpbPziLjwuOTPa,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Yes,Neutral,,,1,2,3,4,5,Somewhat comfortable,,Immediately,Neutral,Neutral,Comfortable,Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Comfortable,Comfortable,Comfortable,They ask a question to identify me then I can do tesnsxxtin ,They provide the answer as it's easy ,A but challenging as need yo be very clear 
R_C8NGlJ2B8OLLBC1,35-44,Female,"$10,000,000.00",Extremely comfortable,Phone,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Good,Yes,Extremely easy,,Answering questions ,1,3,4,2,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Neutral,Your partner last name with a simple symbol ,Tell them the amount that they have left on the card ,You give them information
R_ULPEkZBjsjTXxOF,25-34,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Average,Yes,Extremely easy,,The experience was very significant and very awesome and so much flabbergasted ,1,4,5,2,3,Somewhat comfortable,,Only if the automated system cannot help me,Comfortable,Neutral,Comfortable,Not Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,I'm going to interact with them basically on what I'm experiencing at the present moment and I'm sure it's going to be fine,I really don't even know how to me always and everytime I eat I need to do with it and I can send ,That's cool I need to do with it and I can send it to you babe you can send the video to me always have to say 
R_2D0stbh5p9GZ1Yl,35-44,Male,"$10,000,000.00",Extremely comfortable,Email,,A few times a month,To ask a question about a product or service,,Prefer a voice assistant but may speak to a live agent,Delightful,Yes,Extremely easy,,Because it understand me easily and resolve my issue,1,5,2,3,4,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Well ill say that ive forgot my password and I want a reset,I will sorak to it directly ,I will sau exactly what ive hard in mind 
R_3qU9BGiuzAt5sbo,45-54,Female,"$10,000,000.00",Extremely comfortable,Email,,Daily,To make a complaint or give feedback about a product or service,,Prefer a live agent but may speak to an voice assistant,Delightful,Yes,Extremely easy,,everything ,2,4,5,3,1,Extremely comfortable,,Immediately,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,just follow instruction,chat online,chat online
R_D7C3navTh1ddMQx,45-54,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a month,To ask a question about a product or service,,Always prefer a live agent,Good,Yes,Somewhat easy,,The relating part ,1,3,4,5,2,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,I'm a right way,Nice ,Great
R_5pCwwPsqo93YYut,65,Male,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,Kind of,Extremely difficult,Language barrier ,,2,3,4,5,1,Somewhat uncomfortable,Don’t trust ,Immediately,Not Comfortable,Neutral,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Neutral,Neutral,Not Comfortable,Comfortable,Neutral,Neutral,Mid communication ,Difficulty ,Fine
R_1LBio4Te7Lxu4lu,35-44,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Average,Kind of,Neutral,,,3,4,2,1,5,Somewhat comfortable,,After trying the automated system once,Comfortable,Neutral,Neutral,Not Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Comfortable,Comfortable,Neutral,"First, the VA should be able validate and verify me based on details I provide. Once that is settled, the VA should  walk me through the solution to  the issues I presented.","I expect the VA to be patient, precise and timely with the instructions.",I could envision the assistant providing directions in a timely manner.
R_2arAR8j99Xc7Ufj,45-54,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Online Chat,,Daily,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Good,Yes,Somewhat easy,,Best as well too and it is a little time to cool down to a good value for the last ,1,3,4,5,2,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Not Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Best too as well as it was a red card since we got lucky and it ,Reliable for the as well too as early enough every evening everyone e,Won go to school u no well I hope u are fine with me I dey use 
R_2wMLGZmjVfWBD7X,65,Male,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Good,Kind of,Somewhat difficult,"not having the required dept., not having enough options, and usually having to wait for a live operator...if there is one.  answers that are not detailed enough.",,2,4,5,3,1,Somewhat uncomfortable,don't like dealing with a computer,After trying the automated system once,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Not Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,giving my account number and required info....it asks me new password twice to put in...tells me its done,give my account number and password and it gives me my balance,give my account # and password...it gives me the options...I pick the one I need...I doubt I could get an accurate answer...It sounds too complicated to get to a specific aread
R_2aagfC6h8B79clL,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,virtual assistants do not understand context,,3,4,5,2,1,Somewhat uncomfortable,cocerned about privacey,Immediately,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Neutral,Neutral,Neutral,Not Comfortable,Neutral,Not Comfortable,would not do this with voice assistant,i would selct this option from a menu,would not do with voice assistant
R_2rGusmcYRztF9W6,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,No,Somewhat difficult,too many glitches with accepting my input.  Would have to repeat the process several times or default to a live rep.,,1,2,3,4,5,Somewhat uncomfortable,Too often the interaction is glitchy.,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,"I would request a password reset and the assistant would send me a code to my phone or email account to start the input of the new password. Finally, I would receive email confirmation of the password reset.",I input the account number and then receive a code by text to input and access the account.,I would click the help icon and then state what I needed to the virtual assistant and it would give me verbal and visual instructions.
R_1er4xKbPvA5X2ZB,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,"The choices offered are not enough, and my responses are not always understood.",,5,1,4,3,2,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,"Asking questions to verify my identity, asking me to enter my new password, and then asking me to re-enter to make sure it was understood.","Me entering information to identify me as the account owner, and then receiving the account balance.",Not sure how I would use a voice assistant for this.
R_ykVARDrNCUMoOit,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Online Chat,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Terrible,No,Extremely difficult,They don’t understand what my issue is ,,2,3,4,5,1,Neutral,,Immediately,Neutral,Comfortable,Not Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Neutral,Taking several attempts ,Good,Not well
R_2Ce8j75HKqvFEcq,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Poor,No,Somewhat difficult,They often do not speak english,,5,3,4,2,1,Somewhat uncomfortable,Why do you ask,After trying the automated system once,Neutral,Neutral,Not Comfortable,Neutral,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Not Comfortable,Poorly....very poorly,I guess that could work,I am not sure what the question is
R_2U0jM7VEjZsjULc,45-54,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Online Chat,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,I’m never directed to whom I need,,5,2,3,1,4,Somewhat uncomfortable,Too much info,Immediately,Not Comfortable,Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,It repeats it to me,Smoothly ,Smoothly
R_25HFzwUtwMfSDmN,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a month,To ask a question about a product or service,,Always prefer a live agent,Good,No,Somewhat easy,,The fact that the assistant was straight forward and quick,2,1,5,3,4,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Its good but i don’t think its necessary ,Its quite alright ,I don’t it its necessary
R_2TI4u0yajiDK4Ct,65,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Somewhat easy,,Usually just asked to enter a number,4,3,5,2,1,Somewhat comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,"If i'm typing my responses, just fine.",Perfectly,"If I need help navigating a home page, I'll probably close my browser and never come back."
R_25ReniWyLaTyScf,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,Excessive screening responses necessary,,4,3,5,1,2,Somewhat uncomfortable,too many questions before getting to the point of the contact issue,After trying the automated system once,Neutral,Neutral,Neutral,Neutral,Neutral,Not Comfortable,Neutral,Neutral,Neutral,Not Comfortable,Not Comfortable,Neutral,Virtual assistant must understand my inquiry and direct me to appropriate steps to resolve.,Most accurate information is communicated,Th most difficult issue I encounter with home pages is locating the direct contact information such as mail/email/phone number.  I prefer this to being directed to online form to complete
R_8eISs6Cf1iQ9g7n,65,Male,"$5,000,000 - $10,000,000",Somewhat comfortable,Email,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Average,Kind of,Somewhat difficult,Its difficult to find the rightcwords it will understand properly.,,2,5,1,4,3,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Comfortable,Neutral,Neutral,Not Comfortable,They would check for accuracy before ending the discussion ,They tell me the exact amount as of a certain time ,They would ask me to do a survey 
R_2CpMbUbDgO3FA73,65,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Neutral,,,1,4,5,3,2,Neutral,,Only if the automated system cannot help me,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Send me a link to reset. ,Ask for account balance,Ask for an explanation of the home page
R_3kFFHSet0CKt1XB,65,Male,"$1,000,000 - $5,000,000",Neutral,Phone,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Average,Kind of,Somewhat difficult,they don't necessarily understand the issue,,3,5,1,4,2,Neutral,,After trying the automated system once,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,it successfully helps me change the password,I hang up knowing my balance,I would feel uncomfortable with this transaction
R_1q8UEFRbqnGx4if,55-65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,"Couldn’t understand what I was saying, and did not understand what my problem was",,5,4,3,2,1,Somewhat uncomfortable,Not comfortable speaking to an IA robot,Immediately,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Comfortable,Comfortable,Not Comfortable,But ask me for required information to identify myself and then talk to me through setting up a new password,I get the required information for the system to identify me and it gives me the information I need,The system would tell me step-by-step how to use the companies homepage
